sample_id,ground_truth_san_raw,ground_truth_posformer_raw,ground_truth_san_no_limits,ground_truth_posformer_no_limits,gt_equal_raw,gt_equal_after_remove_limits,san_prediction_raw,posformer_prediction_raw,san_prediction_no_limits,posformer_prediction_no_limits,san_correct_normalized_gt_san,posformer_correct_normalized_gt_san,outcome_normalized_gt_san,san_correct_normalized_gt_posformer,posformer_correct_normalized_gt_posformer,outcome_normalized_gt_posformer
37_em_29,\sum F _ { x },\sum F _ { x },\sum F _ { x },\sum F _ { x },True,True,\sum f _ { x },\sum f _ { x },\sum f _ { x },\sum f _ { x },False,False,both_wrong,False,False,both_wrong
37_em_3,t - 6,t - 6,t - 6,t - 6,True,True,t - 6,t - 6,t - 6,t - 6,True,True,both_correct,True,True,both_correct
37_em_30,f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) ) = g ( g ( x ) ),True,True,f ( f ( x ) = g ( g ( 3 ) ),f ( f ( x ) ) = g ( q ( z ) ),f ( f ( x ) = g ( g ( 3 ) ),f ( f ( x ) ) = g ( q ( z ) ),False,False,both_wrong,False,False,both_wrong
37_em_31,M = E - e \sin E,M = E - e \sin E,M = E - e \sin E,M = E - e \sin E,True,True,M = F - e \sin F,M = F - e \sin E,M = F - e \sin F,M = F - e \sin E,False,False,both_wrong,False,False,both_wrong
37_em_32,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,True,True,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \ldots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \ldots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \ldots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \ldots,False,False,both_wrong,False,False,both_wrong
37_em_4,( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),True,True,"( a , b ) ( a , b","( a _ { 1 } , b _ { 1 } ) ( a _ { 1 } , b _ { 2 } ) = ( a , b _ { 2 } ) ( b , b _ { 2 } )","( a , b ) ( a , b","( a _ { 1 } , b _ { 1 } ) ( a _ { 1 } , b _ { 2 } ) = ( a , b _ { 2 } ) ( b , b _ { 2 } )",False,False,both_wrong,False,False,both_wrong
37_em_5,\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },True,True,\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },True,True,both_correct,True,True,both_correct
37_em_6,y ^ { \prime } ( x ),y ^ { \prime } ( x ),y ^ { \prime } ( x ),y ^ { \prime } ( x ),True,True,y ( x ),y ^ { \prime } ( x ),y ( x ),y ^ { \prime } ( x ),False,True,posformer_only,False,True,posformer_only
37_em_7,\cos 6 \theta,\cos 6 \theta,\cos 6 \theta,\cos 6 \theta,True,True,\cos 6 \theta,\cos 6 \theta,\cos 6 \theta,\cos 6 \theta,True,True,both_correct,True,True,both_correct
37_em_8,\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },True,True,\tan ( 3 z ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( 2 ) },\tan ( 3 z ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( 2 ) },False,False,both_wrong,False,False,both_wrong
37_em_9,y < b,y < b,y < b,y < b,True,True,y < b,y _ { < b },y < b,y _ { < b },True,False,san_only,True,False,san_only
500_em_108,s \geq 1,s \geq 1,s \geq 1,s \geq 1,True,True,s \geq 1,s \geq 1,s \geq 1,s \geq 1,True,True,both_correct,True,True,both_correct
500_em_109,b _ { L },b _ { L },b _ { L },b _ { L },True,True,b _ { L },b _ { L },b _ { L },b _ { L },True,True,both_correct,True,True,both_correct
500_em_110,x = \sum _ { i } x _ { i },x = \sum \limits _ { i } x _ { i },x = \sum _ { i } x _ { i },x = \sum _ { i } x _ { i },False,True,x = \sum _ { i } x _ { i },x = \sum \limits _ { i } x _ { i },x = \sum _ { i } x _ { i },x = \sum _ { i } x _ { i },True,True,both_correct,True,True,both_correct
501_em_0,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,True,True,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x },\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x },True,False,san_only,True,False,san_only
501_em_1,\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },True,True,\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },True,True,both_correct,True,True,both_correct
501_em_10,P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),True,True,p _ { t } = R + - I + = ( 1 + i ) p _ { t - 1 + ( R + - R - 1 ) } - 1 + ( R + - R - 1 ),p _ { t } = R + - I _ { t } = ( n + i ) p _ { t } - 1 + ( R + - R _ { t - 1 } ),p _ { t } = R + - I + = ( 1 + i ) p _ { t - 1 + ( R + - R - 1 ) } - 1 + ( R + - R - 1 ),p _ { t } = R + - I _ { t } = ( n + i ) p _ { t } - 1 + ( R + - R _ { t - 1 } ),False,False,both_wrong,False,False,both_wrong
501_em_11,"F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}","F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}","F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}","F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}",True,True,"F - \{ / L _ { 1 , 1 , \ldots , 1 , n } , \ldots ,","F - \{ ( L _ { i , 1 } , \ldots , L _ { n , n , n } ) , \ldots \{ ( L _ { k , 1 } , \ldots , L _ { k } , n _ { k } )","F - \{ / L _ { 1 , 1 , \ldots , 1 , n } , \ldots ,","F - \{ ( L _ { i , 1 } , \ldots , L _ { n , n , n } ) , \ldots \{ ( L _ { k , 1 } , \ldots , L _ { k } , n _ { k } )",False,False,both_wrong,False,False,both_wrong
501_em_12,\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },True,True,\frac { T ^ { \frac { l } { H } } } { T _ { \frac { l } { 2 } } ^ { 2 } } = \frac { T ^ { \frac { l } { 2 } } } { ( \frac { 1 } { 2 } v _ { 4 } },\frac { T _ { H } } { \frac { 1 } { \frac { 1 } { 2 } } v _ { 2 } } H ^ { \frac { 1 } { 1 } } = \frac { T _ { 2 } ^ { \frac { 1 } { \frac { 1 } { 2 } v _ { 3 } } { \frac { 1 } { 2 } } } } v _ { 4 } },\frac { T ^ { \frac { l } { H } } } { T _ { \frac { l } { 2 } } ^ { 2 } } = \frac { T ^ { \frac { l } { 2 } } } { ( \frac { 1 } { 2 } v _ { 4 } },\frac { T _ { H } } { \frac { 1 } { \frac { 1 } { 2 } } v _ { 2 } } H ^ { \frac { 1 } { 1 } } = \frac { T _ { 2 } ^ { \frac { 1 } { \frac { 1 } { 2 } v _ { 3 } } { \frac { 1 } { 2 } } } } v _ { 4 } },False,False,both_wrong,False,False,both_wrong
501_em_13,y < y \prime,y < y \prime,y < y \prime,y < y \prime,True,True,y < y ^ { l },y < y ^ { 1 },y < y ^ { l },y < y ^ { 1 },False,False,both_wrong,False,False,both_wrong
501_em_14,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,True,True,2 \pi n ^ { 1 } e = 2 \pi n + \frac { 2 T n l } { 3 1 } + \frac { 2 \pi n } { c } + \ldots,2 \pi n ^ { 1 } e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi i } { 4 ! },2 \pi n ^ { 1 } e = 2 \pi n + \frac { 2 T n l } { 3 1 } + \frac { 2 \pi n } { c } + \ldots,2 \pi n ^ { 1 } e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi i } { 4 ! },False,False,both_wrong,False,False,both_wrong
501_em_15,\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },True,True,\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 3 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 3 } = \frac { 4 4 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 3 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 3 } = \frac { 4 4 } { 1 1 9 },False,False,both_wrong,False,False,both_wrong
501_em_16,N _ { X Y },N _ { X Y },N _ { X Y },N _ { X Y },True,True,N,N \times y,N,N \times y,False,False,both_wrong,False,False,both_wrong
501_em_17,\mu \pm \sigma,\mu \pm \sigma,\mu \pm \sigma,\mu \pm \sigma,True,True,\mu \pm \sigma,p \pm 6,\mu \pm \sigma,p \pm 6,True,False,san_only,True,False,san_only
501_em_18,\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },True,True,\frac { 2 G M r - 2 v ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 4 ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } 4 6 1 r } } { 2 ( r ^ { 2 } - G n ) },\frac { 2 \pi r ^ { 2 } - 2 r ^ { 3 } + \sqrt { 4 r ^ { 4 } - 8 4 \pi r ^ { 2 } + 9 ) ^ { 2 } - 4 r ^ { 2 } ) ^ { 2 } - 4 \pi r ^ { 2 } } { 2 ( n ) },\frac { 2 G M r - 2 v ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 4 ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } 4 6 1 r } } { 2 ( r ^ { 2 } - G n ) },\frac { 2 \pi r ^ { 2 } - 2 r ^ { 3 } + \sqrt { 4 r ^ { 4 } - 8 4 \pi r ^ { 2 } + 9 ) ^ { 2 } - 4 r ^ { 2 } ) ^ { 2 } - 4 \pi r ^ { 2 } } { 2 ( n ) },False,False,both_wrong,False,False,both_wrong
501_em_19,\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },True,True,\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ( x ) + \tan ^ { 3 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 + \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ( x ) + \tan ^ { 3 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 + \tan ^ { 4 } ( x ) },False,False,both_wrong,False,False,both_wrong
501_em_2,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",True,True,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",True,True,both_correct,True,True,both_correct
501_em_20,"q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )","q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )","q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )","q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )",True,True,"q = ( x _ { y } , y _ { 1 } , , , , , w _ { f } )","q = ( x _ { y } , y _ { 1 } , 3 , w _ { f } )","q = ( x _ { y } , y _ { 1 } , , , , , w _ { f } )","q = ( x _ { y } , y _ { 1 } , 3 , w _ { f } )",False,False,both_wrong,False,False,both_wrong
501_em_21,\theta \rightarrow 0,\theta \rightarrow 0,\theta \rightarrow 0,\theta \rightarrow 0,True,True,\theta \rightarrow 0,\theta \rightarrow 0,\theta \rightarrow 0,\theta \rightarrow 0,True,True,both_correct,True,True,both_correct
501_em_22,\forall \gamma \in X,\forall \gamma \in X,\forall \gamma \in X,\forall \gamma \in X,True,True,\forall \gamma \in X,\forall \gamma \in X,\forall \gamma \in X,\forall \gamma \in X,True,True,both_correct,True,True,both_correct
501_em_23,\phi > 0,\phi > 0,\phi > 0,\phi > 0,True,True,\phi > 0,\phi > 0,\phi > 0,\phi > 0,True,True,both_correct,True,True,both_correct
501_em_24,\log v = b \log 2,\log v = b \log 2,\log v = b \log 2,\log v = b \log 2,True,True,\log \theta = b \log,\log \theta = b \log ^ { 2 },\log \theta = b \log,\log \theta = b \log ^ { 2 },False,False,both_wrong,False,False,both_wrong
501_em_3,k _ { e },k _ { e },k _ { e },k _ { e },True,True,k _ { 2 },k _ { e },k _ { 2 },k _ { e },False,True,posformer_only,False,True,posformer_only
501_em_4,S u p E \leq S u p F,S u p E \leq S u p F,S u p E \leq S u p F,S u p E \leq S u p F,True,True,\sin E \leq \sin F,\sin E \leq \sin F,\sin E \leq \sin F,\sin E \leq \sin F,False,False,both_wrong,False,False,both_wrong
501_em_5,\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },True,True,\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },\sqrt { 5 0 },True,True,both_correct,True,True,both_correct
501_em_6,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,True,True,f ( 1 . 9 9 3 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 3 9 9 ) = 3 . 9 9 9 9,f ( 1 . 9 9 3 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 3 9 9 ) = 3 . 9 9 9 9,False,False,both_wrong,False,False,both_wrong
501_em_7,S S E + S S A B + S S B + S S A,S S E + S S A B + S S B + S S A,S S E + S S A B + S S B + S S A,S S E + S S A B + S S B + S S A,True,True,S S E + 5 S A B + S S B + S S A,S C + 5 S A B + 5 S B + 5 S A,S S E + 5 S A B + S S B + S S A,S C + 5 S A B + 5 S B + 5 S A,False,False,both_wrong,False,False,both_wrong
501_em_8,\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],True,True,\sin \alpha \sin \beta = \frac { 1 } { 2 } ( \infty ( \alpha - \beta ) - \cos ( ( + 7 ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } ( \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ),\sin \alpha \sin \beta = \frac { 1 } { 2 } ( \infty ( \alpha - \beta ) - \cos ( ( + 7 ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } ( \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ),False,False,both_wrong,False,False,both_wrong
501_em_9,\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },False,True,\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = 2 \frac { a _ { j - 1 } x ^ { j } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = 2 \frac { a _ { j - 1 } x ^ { j } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } { j } x ^ { j },False,False,both_wrong,False,False,both_wrong
502_em_0,6 3,6 3,6 3,6 3,True,True,6 3,6 3,6 3,6 3,True,True,both_correct,True,True,both_correct
502_em_1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,True,True,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,True,True,both_correct,True,True,both_correct
502_em_10,\beta = 1,\beta = 1,\beta = 1,\beta = 1,True,True,\beta = 1,\beta = 1,\beta = 1,\beta = 1,True,True,both_correct,True,True,both_correct
502_em_11,( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),True,True,( 1 - 2 ^ { - 1 } ) ( 1 + \frac { 1 } { 2 ^ { 3 } } + \frac { 1 } { 3 ^ { 3 } } + \frac { 1 } { 4 ^ { 3 } } + \frac { 1 } { 5 ^ { 3 } } + \cdots ),( 1 - 2 ^ { - 1 } ) ( 1 + \frac { 1 } { 2 ^ { 3 } } + \frac { 1 } { 3 ^ { 3 } } + \frac { 1 } { 4 ^ { 2 } } + \frac { 1 } { 5 ^ { 2 } } + \cdots ),( 1 - 2 ^ { - 1 } ) ( 1 + \frac { 1 } { 2 ^ { 3 } } + \frac { 1 } { 3 ^ { 3 } } + \frac { 1 } { 4 ^ { 3 } } + \frac { 1 } { 5 ^ { 3 } } + \cdots ),( 1 - 2 ^ { - 1 } ) ( 1 + \frac { 1 } { 2 ^ { 3 } } + \frac { 1 } { 3 ^ { 3 } } + \frac { 1 } { 4 ^ { 2 } } + \frac { 1 } { 5 ^ { 2 } } + \cdots ),False,False,both_wrong,False,False,both_wrong
